idEntrada	usuarioOnline	statusSaida	paginaSaida	avaliacao.r	dataHoraEntrada	dataHoraSaida	dataHoraErro	tempoAcesso	codigo	erro
305	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	188	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
306	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	280	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
307	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:57	NA	500	"""CLIENTE NAO CADASTRADO"""
308	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	265	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
309	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	388	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
310	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	485	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
311	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:02	396	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
312	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	331	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
313	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:56	33	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
314	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	168	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
315	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	198	500	"""INTERNAL SERVER ERROR"""
316	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	324	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
317	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	227	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
318	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	89	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
319	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	442	500	"""INTERNAL SERVER ERROR"""
320	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	349	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
321	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	268	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
322	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	386	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
323	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:56	79	500	"""CLIENTE NAO CADASTRADO"""
324	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	319	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
325	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	177	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
326	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	322	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
327	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	233	500	"""INTERNAL SERVER ERROR"""
328	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	316	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
329	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	400	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
330	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	241	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
331	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	362	500	"""CLIENTE NAO CADASTRADO"""
332	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:57	97	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
333	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	153	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
334	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	422	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
335	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	285	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
336	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:57	NA	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
337	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	76	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
338	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	216	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
339	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	344	500	"""INTERNAL SERVER ERROR"""
340	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	228	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
341	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	315	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
342	0	100%	0	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	355	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
343	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:04	441	500	"""CLIENTE NAO CADASTRADO"""
344	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	247	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
345	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	234	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
346	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	30	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
347	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	252	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
348	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	171	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
349	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:59	123	500	"""CLIENTE NAO CADASTRADO"""
350	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	218	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
351	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	362	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
352	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:57	1	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
353	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	189	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
354	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	254	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
355	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	133	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
356	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	280	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
357	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	289	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
358	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	236	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
359	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:56	18/05/2021 17:55	NA	500	"""CHAVE PIX INCORRETA"""
360	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:06	18/05/2021 18:05	549	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
361	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	215	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
362	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	318	500	"""INTERNAL SERVER ERROR"""
363	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	273	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
364	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	363	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
365	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	338	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
366	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	215	500	"""CLIENTE NAO CADASTRADO"""
367	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	285	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
368	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	127	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
369	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	343	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
370	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	185	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
371	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:06	18/05/2021 18:05	530	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
372	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	42	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
373	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	184	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
374	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	339	500	"""CHAVE PIX INCORRETA"""
375	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	301	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
376	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	169	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
377	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:59	120	500	"""INTERNAL SERVER ERROR"""
378	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	257	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
379	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	238	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
380	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:56	25	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
381	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	244	500	"""CLIENTE NAO CADASTRADO"""
382	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	263	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
383	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	261	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
384	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	113	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
385	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	297	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
386	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:04	405	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
387	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	295	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
388	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	104	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
389	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	188	500	"""INTERNAL SERVER ERROR"""
390	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	282	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
391	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	162	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
392	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:56	NA	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
393	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	346	500	"""CLIENTE NAO CADASTRADO"""
394	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	140	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
395	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	171	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
396	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:04	420	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
397	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	147	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
398	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	341	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
399	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:57	89	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
400	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	197	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
401	0	20%	4	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	231	500	"""CHAVE PIX INCORRETA"""
402	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	100	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
403	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	164	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
404	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	237	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
405	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	320	500	"""INTERNAL SERVER ERROR"""
406	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:56	42	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
407	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	198	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
408	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:01	331	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
409	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 18:00	175	500	"""CLIENTE NAO CADASTRADO"""
410	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	267	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
411	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	299	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
412	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	272	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
413	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	318	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
414	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	225	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
415	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	190	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
416	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:56	18/05/2021 17:55	NA	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
417	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	229	500	"""CHAVE PIX INCORRETA"""
418	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	292	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
419	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	304	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
420	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	173	500	"""INTERNAL SERVER ERROR"""
421	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:05	18/05/2021 18:04	454	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
422	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	274	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
423	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	255	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
424	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:02	393	500	"""CLIENTE NAO CADASTRADO"""
425	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	154	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
426	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:58	186	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
427	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:06	18/05/2021 18:05	528	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
428	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:00	241	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
429	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:03	436	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
430	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	67	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
431	0	20%	4	positiva	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	217	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
432	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	285	500	"""CHAVE PIX INCORRETA"""
433	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	276	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
434	0	20%	4	negativa	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	119	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
435	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	242	500	"""INTERNAL SERVER ERROR"""
436	0	60%	2	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	111	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
437	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:03	326	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
438	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	370	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
439	0	100%	0	negativa	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:56	NA	500	"""CLIENTE NAO CADASTRADO"""
440	1	80%	1	positiva	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	388	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
441	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 17:59	18/05/2021 17:58	91	550	"""NAO ENCONTROU DADOS PARA A SELECAO"""
442	0	60%	2	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	295	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
443	0	40%	3	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	319	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
444	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 17:59	216	500	"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
445	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:00	18/05/2021 17:59	163	550	"""ERRO NA VALIDACAO DE DADOS BASICOS"""
446	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 18:01	18/05/2021 18:01	260	500	"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
447	0	40%	3	positiva	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:02	293	500	"""CHAVE PIX INCORRETA"""
448	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:03	346	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
449	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 17:57	18/05/2021 17:56	NA	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
450	0	40%	3	negativa	18/05/2021 17:57	18/05/2021 17:58	18/05/2021 17:57	44	500	"""INTERNAL SERVER ERROR"""
451	0	60%	2	negativa	18/05/2021 17:57	18/05/2021 18:04	18/05/2021 18:02	412	550	"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
452	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	366	500	"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
453	1	80%	1	negativa	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:00	292	550	"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
454	0	100%	0	n/ avaliado	18/05/2021 17:57	18/05/2021 18:02	18/05/2021 18:01	326	550	"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
455	1	80%	1	n/ avaliado	18/05/2021 17:57	18/05/2021 18:03	18/05/2021 18:02	350	500	"""INTERNAL SERVER ERROR"""
